"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Stark County, IL"	"17175"	"2018"	"2018"	Suppressed	5427	Suppressed
	"Stark County, IL"	"17175"	"2019"	"2019"	Suppressed	5342	Suppressed
	"Stark County, IL"	"17175"	"2020 "	"2020"	Suppressed	5262	Suppressed
	"Stephenson County, IL"	"17177"	"2018"	"2018"	Suppressed	44753	Suppressed
	"Stephenson County, IL"	"17177"	"2019"	"2019"	10	44498	Unreliable
	"Stephenson County, IL"	"17177"	"2020 "	"2020"	Suppressed	43831	Suppressed
	"Tazewell County, IL"	"17179"	"2018"	"2018"	26	132328	19.6
	"Tazewell County, IL"	"17179"	"2019"	"2019"	19	131803	Unreliable
	"Tazewell County, IL"	"17179"	"2020 "	"2020"	26	130777	19.9
	"Union County, IL"	"17181"	"2018"	"2018"	Suppressed	16841	Suppressed
	"Union County, IL"	"17181"	"2019"	"2019"	Suppressed	16653	Suppressed
	"Union County, IL"	"17181"	"2020 "	"2020"	Suppressed	16498	Suppressed
	"Vermilion County, IL"	"17183"	"2018"	"2018"	16	76806	Unreliable
	"Vermilion County, IL"	"17183"	"2019"	"2019"	24	75758	31.7
	"Vermilion County, IL"	"17183"	"2020 "	"2020"	21	74855	28.1
	"Wabash County, IL"	"17185"	"2018"	"2018"	Suppressed	11549	Suppressed
	"Wabash County, IL"	"17185"	"2019"	"2019"	Suppressed	11520	Suppressed
	"Wabash County, IL"	"17185"	"2020 "	"2020"	Suppressed	11190	Suppressed
	"Warren County, IL"	"17187"	"2018"	"2018"	Suppressed	17032	Suppressed
	"Warren County, IL"	"17187"	"2019"	"2019"	Suppressed	16844	Suppressed
	"Warren County, IL"	"17187"	"2020 "	"2020"	Suppressed	16696	Suppressed
	"Washington County, IL"	"17189"	"2018"	"2018"	Suppressed	13995	Suppressed
	"Washington County, IL"	"17189"	"2019"	"2019"	Suppressed	13887	Suppressed
	"Washington County, IL"	"17189"	"2020 "	"2020"	Suppressed	13764	Suppressed
	"Wayne County, IL"	"17191"	"2018"	"2018"	Suppressed	16332	Suppressed
	"Wayne County, IL"	"17191"	"2019"	"2019"	Suppressed	16215	Suppressed
	"Wayne County, IL"	"17191"	"2020 "	"2020"	Suppressed	16031	Suppressed
	"White County, IL"	"17193"	"2018"	"2018"	Suppressed	13665	Suppressed
	"White County, IL"	"17193"	"2019"	"2019"	Suppressed	13537	Suppressed
	"White County, IL"	"17193"	"2020 "	"2020"	Suppressed	13364	Suppressed
	"Whiteside County, IL"	"17195"	"2018"	"2018"	Suppressed	55626	Suppressed
	"Whiteside County, IL"	"17195"	"2019"	"2019"	Suppressed	55175	Suppressed
	"Whiteside County, IL"	"17195"	"2020 "	"2020"	Suppressed	54656	Suppressed
	"Will County, IL"	"17197"	"2018"	"2018"	130	692310	18.8
	"Will County, IL"	"17197"	"2019"	"2019"	148	690743	21.4
	"Will County, IL"	"17197"	"2020 "	"2020"	136	688726	19.7
	"Williamson County, IL"	"17199"	"2018"	"2018"	13	67056	Unreliable
	"Williamson County, IL"	"17199"	"2019"	"2019"	Suppressed	66597	Suppressed
	"Williamson County, IL"	"17199"	"2020 "	"2020"	14	66415	Unreliable
	"Winnebago County, IL"	"17201"	"2018"	"2018"	149	284081	52.4
	"Winnebago County, IL"	"17201"	"2019"	"2019"	123	282572	43.5
	"Winnebago County, IL"	"17201"	"2020 "	"2020"	147	281295	52.3
	"Woodford County, IL"	"17203"	"2018"	"2018"	Suppressed	38463	Suppressed
	"Woodford County, IL"	"17203"	"2019"	"2019"	Suppressed	38459	Suppressed
	"Woodford County, IL"	"17203"	"2020 "	"2020"	Suppressed	38091	Suppressed
	"Adams County, IN"	"18001"	"2018"	"2018"	Suppressed	35636	Suppressed
	"Adams County, IN"	"18001"	"2019"	"2019"	Suppressed	35777	Suppressed
	"Adams County, IN"	"18001"	"2020 "	"2020"	Suppressed	35839	Suppressed
	"Allen County, IN"	"18003"	"2018"	"2018"	85	375351	22.6
	"Allen County, IN"	"18003"	"2019"	"2019"	112	379299	29.5
	"Allen County, IN"	"18003"	"2020 "	"2020"	116	382187	30.4
	"Bartholomew County, IN"	"18005"	"2018"	"2018"	21	82753	25.4
	"Bartholomew County, IN"	"18005"	"2019"	"2019"	20	83779	23.9
	"Bartholomew County, IN"	"18005"	"2020 "	"2020"	27	84447	32.0
	"Benton County, IN"	"18007"	"2018"	"2018"	Suppressed	8653	Suppressed
	"Benton County, IN"	"18007"	"2019"	"2019"	Suppressed	8748	Suppressed
	"Benton County, IN"	"18007"	"2020 "	"2020"	Suppressed	8741	Suppressed
	"Blackford County, IN"	"18009"	"2018"	"2018"	Suppressed	11930	Suppressed
	"Blackford County, IN"	"18009"	"2019"	"2019"	Suppressed	11758	Suppressed
	"Blackford County, IN"	"18009"	"2020 "	"2020"	Suppressed	11782	Suppressed
	"Boone County, IN"	"18011"	"2018"	"2018"	15	66999	Unreliable
	"Boone County, IN"	"18011"	"2019"	"2019"	20	67843	29.5
	"Boone County, IN"	"18011"	"2020 "	"2020"	23	69347	33.2
	"Brown County, IN"	"18013"	"2018"	"2018"	Suppressed	15234	Suppressed
	"Brown County, IN"	"18013"	"2019"	"2019"	Suppressed	15092	Suppressed
	"Brown County, IN"	"18013"	"2020 "	"2020"	Suppressed	15112	Suppressed
	"Carroll County, IN"	"18015"	"2018"	"2018"	Suppressed	20127	Suppressed
	"Carroll County, IN"	"18015"	"2019"	"2019"	Suppressed	20257	Suppressed
	"Carroll County, IN"	"18015"	"2020 "	"2020"	Suppressed	20228	Suppressed
	"Cass County, IN"	"18017"	"2018"	"2018"	Suppressed	37955	Suppressed
	"Cass County, IN"	"18017"	"2019"	"2019"	Suppressed	37689	Suppressed
	"Cass County, IN"	"18017"	"2020 "	"2020"	10	37388	Unreliable
	"Clark County, IN"	"18019"	"2018"	"2018"	51	117360	43.5
	"Clark County, IN"	"18019"	"2019"	"2019"	41	118302	34.7
	"Clark County, IN"	"18019"	"2020 "	"2020"	64	119266	53.7
	"Clay County, IN"	"18021"	"2018"	"2018"	Suppressed	26170	Suppressed
	"Clay County, IN"	"18021"	"2019"	"2019"	Suppressed	26225	Suppressed
	"Clay County, IN"	"18021"	"2020 "	"2020"	Suppressed	26246	Suppressed
	"Clinton County, IN"	"18023"	"2018"	"2018"	10	32250	Unreliable
	"Clinton County, IN"	"18023"	"2019"	"2019"	Suppressed	32399	Suppressed
	"Clinton County, IN"	"18023"	"2020 "	"2020"	12	32206	Unreliable
	"Crawford County, IN"	"18025"	"2018"	"2018"	Suppressed	10558	Suppressed
	"Crawford County, IN"	"18025"	"2019"	"2019"	Suppressed	10577	Suppressed
	"Crawford County, IN"	"18025"	"2020 "	"2020"	Suppressed	10629	Suppressed
	"Daviess County, IN"	"18027"	"2018"	"2018"	Suppressed	33147	Suppressed
	"Daviess County, IN"	"18027"	"2019"	"2019"	Suppressed	33351	Suppressed
	"Daviess County, IN"	"18027"	"2020 "	"2020"	Suppressed	33505	Suppressed
	"Dearborn County, IN"	"18029"	"2018"	"2018"	11	49568	Unreliable
	"Dearborn County, IN"	"18029"	"2019"	"2019"	16	49458	Unreliable
	"Dearborn County, IN"	"18029"	"2020 "	"2020"	17	49824	Unreliable
	"Decatur County, IN"	"18031"	"2018"	"2018"	Suppressed	26794	Suppressed
	"Decatur County, IN"	"18031"	"2019"	"2019"	Suppressed	26559	Suppressed
	"Decatur County, IN"	"18031"	"2020 "	"2020"	12	26584	Unreliable
	"De Kalb County, IN"	"18033"	"2018"	"2018"	Suppressed	43226	Suppressed
	"De Kalb County, IN"	"18033"	"2019"	"2019"	11	43475	Unreliable
	"De Kalb County, IN"	"18033"	"2020 "	"2020"	14	43670	Unreliable
	"Delaware County, IN"	"18035"	"2018"	"2018"	41	114772	35.7
	"Delaware County, IN"	"18035"	"2019"	"2019"	43	114135	37.7
	"Delaware County, IN"	"18035"	"2020 "	"2020"	60	113454	52.9
	"Dubois County, IN"	"18037"	"2018"	"2018"	Suppressed	42565	Suppressed
	"Dubois County, IN"	"18037"	"2019"	"2019"	Suppressed	42736	Suppressed
	"Dubois County, IN"	"18037"	"2020 "	"2020"	Suppressed	42542	Suppressed
	"Elkhart County, IN"	"18039"	"2018"	"2018"	31	205560	15.1
	"Elkhart County, IN"	"18039"	"2019"	"2019"	23	206341	11.1
	"Elkhart County, IN"	"18039"	"2020 "	"2020"	29	206161	14.1
	"Fayette County, IN"	"18041"	"2018"	"2018"	15	23047	Unreliable
	"Fayette County, IN"	"18041"	"2019"	"2019"	21	23102	90.9
	"Fayette County, IN"	"18041"	"2020 "	"2020"	21	22892	91.7
	"Floyd County, IN"	"18043"	"2018"	"2018"	21	77781	27.0
	"Floyd County, IN"	"18043"	"2019"	"2019"	38	78522	48.4
	"Floyd County, IN"	"18043"	"2020 "	"2020"	33	78936	41.8
	"Fountain County, IN"	"18045"	"2018"	"2018"	Suppressed	16351	Suppressed
	"Fountain County, IN"	"18045"	"2019"	"2019"	Suppressed	16346	Suppressed
	"Fountain County, IN"	"18045"	"2020 "	"2020"	Suppressed	16511	Suppressed
	"Franklin County, IN"	"18047"	"2018"	"2018"	12	22736	Unreliable
	"Franklin County, IN"	"18047"	"2019"	"2019"	Suppressed	22758	Suppressed
	"Franklin County, IN"	"18047"	"2020 "	"2020"	10	22761	Unreliable
	"Fulton County, IN"	"18049"	"2018"	"2018"	Suppressed	20092	Suppressed
	"Fulton County, IN"	"18049"	"2019"	"2019"	Suppressed	19974	Suppressed
	"Fulton County, IN"	"18049"	"2020 "	"2020"	Suppressed	20018	Suppressed
	"Gibson County, IN"	"18051"	"2018"	"2018"	Suppressed	33452	Suppressed
	"Gibson County, IN"	"18051"	"2019"	"2019"	Suppressed	33659	Suppressed
	"Gibson County, IN"	"18051"	"2020 "	"2020"	Suppressed	33825	Suppressed
	"Grant County, IN"	"18053"	"2018"	"2018"	22	65936	33.4
	"Grant County, IN"	"18053"	"2019"	"2019"	13	65769	Unreliable
	"Grant County, IN"	"18053"	"2020 "	"2020"	31	65225	47.5
	"Greene County, IN"	"18055"	"2018"	"2018"	Suppressed	32006	Suppressed
	"Greene County, IN"	"18055"	"2019"	"2019"	Suppressed	31922	Suppressed
	"Greene County, IN"	"18055"	"2020 "	"2020"	Suppressed	32203	Suppressed
	"Hamilton County, IN"	"18057"	"2018"	"2018"	40	330086	12.1
	"Hamilton County, IN"	"18057"	"2019"	"2019"	36	338011	10.7
	"Hamilton County, IN"	"18057"	"2020 "	"2020"	47	344238	13.7
	"Hancock County, IN"	"18059"	"2018"	"2018"	20	76351	26.2
	"Hancock County, IN"	"18059"	"2019"	"2019"	12	78168	Unreliable
	"Hancock County, IN"	"18059"	"2020 "	"2020"	24	79553	30.2
	"Harrison County, IN"	"18061"	"2018"	"2018"	Suppressed	40350	Suppressed
	"Harrison County, IN"	"18061"	"2019"	"2019"	15	40515	Unreliable
	"Harrison County, IN"	"18061"	"2020 "	"2020"	17	40682	Unreliable
	"Hendricks County, IN"	"18063"	"2018"	"2018"	25	167009	15.0
	"Hendricks County, IN"	"18063"	"2019"	"2019"	27	170311	15.9
	"Hendricks County, IN"	"18063"	"2020 "	"2020"	52	173251	30.0
	"Henry County, IN"	"18065"	"2018"	"2018"	Suppressed	48271	Suppressed
	"Henry County, IN"	"18065"	"2019"	"2019"	10	47972	Unreliable
	"Henry County, IN"	"18065"	"2020 "	"2020"	Suppressed	48033	Suppressed
	"Howard County, IN"	"18067"	"2018"	"2018"	27	82366	32.8
	"Howard County, IN"	"18067"	"2019"	"2019"	31	82544	37.6
	"Howard County, IN"	"18067"	"2020 "	"2020"	42	82732	50.8
	"Huntington County, IN"	"18069"	"2018"	"2018"	Suppressed	36240	Suppressed
	"Huntington County, IN"	"18069"	"2019"	"2019"	Suppressed	36520	Suppressed
	"Huntington County, IN"	"18069"	"2020 "	"2020"	11	36395	Unreliable
	"Jackson County, IN"	"18071"	"2018"	"2018"	20	44111	45.3
	"Jackson County, IN"	"18071"	"2019"	"2019"	Suppressed	44231	Suppressed
	"Jackson County, IN"	"18071"	"2020 "	"2020"	20	44222	45.2
	"Jasper County, IN"	"18073"	"2018"	"2018"	Suppressed	33370	Suppressed
	"Jasper County, IN"	"18073"	"2019"	"2019"	Suppressed	33562	Suppressed
	"Jasper County, IN"	"18073"	"2020 "	"2020"	Suppressed	33440	Suppressed
	"Jay County, IN"	"18075"	"2018"	"2018"	11	20764	Unreliable
	"Jay County, IN"	"18075"	"2019"	"2019"	Suppressed	20436	Suppressed
	"Jay County, IN"	"18075"	"2020 "	"2020"	Suppressed	20416	Suppressed
	"Jefferson County, IN"	"18077"	"2018"	"2018"	Suppressed	32208	Suppressed
	"Jefferson County, IN"	"18077"	"2019"	"2019"	Suppressed	32308	Suppressed
	"Jefferson County, IN"	"18077"	"2020 "	"2020"	Suppressed	32110	Suppressed
	"Jennings County, IN"	"18079"	"2018"	"2018"	12	27611	Unreliable
	"Jennings County, IN"	"18079"	"2019"	"2019"	12	27735	Unreliable
	"Jennings County, IN"	"18079"	"2020 "	"2020"	Suppressed	27515	Suppressed
	"Johnson County, IN"	"18081"	"2018"	"2018"	35	156225	22.4
	"Johnson County, IN"	"18081"	"2019"	"2019"	29	158167	18.3
	"Johnson County, IN"	"18081"	"2020 "	"2020"	62	160607	38.6
	"Knox County, IN"	"18083"	"2018"	"2018"	Suppressed	36895	Suppressed
	"Knox County, IN"	"18083"	"2019"	"2019"	Suppressed	36594	Suppressed
	"Knox County, IN"	"18083"	"2020 "	"2020"	Suppressed	36522	Suppressed
	"Kosciusko County, IN"	"18085"	"2018"	"2018"	12	79344	Unreliable
	"Kosciusko County, IN"	"18085"	"2019"	"2019"	11	79456	Unreliable
	"Kosciusko County, IN"	"18085"	"2020 "	"2020"	12	78988	Unreliable
	"Lagrange County, IN"	"18087"	"2018"	"2018"	Suppressed	39330	Suppressed
	"Lagrange County, IN"	"18087"	"2019"	"2019"	Suppressed	39614	Suppressed
	"Lagrange County, IN"	"18087"	"2020 "	"2020"	Suppressed	40119	Suppressed
	"Lake County, IN"	"18089"	"2018"	"2018"	133	484411	27.5
	"Lake County, IN"	"18089"	"2019"	"2019"	153	485493	31.5
	"Lake County, IN"	"18089"	"2020 "	"2020"	170	487536	34.9
	"La Porte County, IN"	"18091"	"2018"	"2018"	21	110007	19.1
	"La Porte County, IN"	"18091"	"2019"	"2019"	28	109888	25.5
	"La Porte County, IN"	"18091"	"2020 "	"2020"	47	109663	42.9
	"Lawrence County, IN"	"18093"	"2018"	"2018"	Suppressed	45668	Suppressed
	"Lawrence County, IN"	"18093"	"2019"	"2019"	Suppressed	45370	Suppressed
	"Lawrence County, IN"	"18093"	"2020 "	"2020"	11	45496	Unreliable
	"Madison County, IN"	"18095"	"2018"	"2018"	37	129641	28.5
	"Madison County, IN"	"18095"	"2019"	"2019"	53	129569	40.9
	"Madison County, IN"	"18095"	"2020 "	"2020"	51	129681	39.3
	"Marion County, IN"	"18097"	"2018"	"2018"	337	954670	35.3
	"Marion County, IN"	"18097"	"2019"	"2019"	378	964582	39.2
	"Marion County, IN"	"18097"	"2020 "	"2020"	597	966183	61.8
	"Marshall County, IN"	"18099"	"2018"	"2018"	Suppressed	46248	Suppressed
	"Marshall County, IN"	"18099"	"2019"	"2019"	Suppressed	46258	Suppressed
	"Marshall County, IN"	"18099"	"2020 "	"2020"	10	46108	Unreliable
	"Martin County, IN"	"18101"	"2018"	"2018"	Suppressed	10217	Suppressed
	"Martin County, IN"	"18101"	"2019"	"2019"	Suppressed	10255	Suppressed
	"Martin County, IN"	"18101"	"2020 "	"2020"	Suppressed	10079	Suppressed
	"Miami County, IN"	"18103"	"2018"	"2018"	Suppressed	35567	Suppressed
	"Miami County, IN"	"18103"	"2019"	"2019"	Suppressed	35516	Suppressed
	"Miami County, IN"	"18103"	"2020 "	"2020"	Suppressed	35328	Suppressed
	"Monroe County, IN"	"18105"	"2018"	"2018"	26	146917	17.7
	"Monroe County, IN"	"18105"	"2019"	"2019"	25	148431	16.8
	"Monroe County, IN"	"18105"	"2020 "	"2020"	45	148219	30.4
	"Montgomery County, IN"	"18107"	"2018"	"2018"	14	38346	Unreliable
	"Montgomery County, IN"	"18107"	"2019"	"2019"	Suppressed	38338	Suppressed
	"Montgomery County, IN"	"18107"	"2020 "	"2020"	10	38365	Unreliable
	"Morgan County, IN"	"18109"	"2018"	"2018"	28	70116	39.9
	"Morgan County, IN"	"18109"	"2019"	"2019"	23	70489	32.6
	"Morgan County, IN"	"18109"	"2020 "	"2020"	20	70707	28.3
	"Newton County, IN"	"18111"	"2018"	"2018"	Suppressed	14011	Suppressed
	"Newton County, IN"	"18111"	"2019"	"2019"	Suppressed	13984	Suppressed
	"Newton County, IN"	"18111"	"2020 "	"2020"	Suppressed	13907	Suppressed
	"Noble County, IN"	"18113"	"2018"	"2018"	Suppressed	47532	Suppressed
	"Noble County, IN"	"18113"	"2019"	"2019"	Suppressed	47744	Suppressed
	"Noble County, IN"	"18113"	"2020 "	"2020"	Suppressed	47832	Suppressed
	"Ohio County, IN"	"18115"	"2018"	"2018"	Suppressed	5844	Suppressed
	"Ohio County, IN"	"18115"	"2019"	"2019"	Suppressed	5875	Suppressed
	"Ohio County, IN"	"18115"	"2020 "	"2020"	Suppressed	5892	Suppressed
	"Orange County, IN"	"18117"	"2018"	"2018"	Suppressed	19489	Suppressed
	"Orange County, IN"	"18117"	"2019"	"2019"	Suppressed	19646	Suppressed
	"Orange County, IN"	"18117"	"2020 "	"2020"	Suppressed	19651	Suppressed
	"Owen County, IN"	"18119"	"2018"	"2018"	Suppressed	20845	Suppressed
	"Owen County, IN"	"18119"	"2019"	"2019"	Suppressed	20799	Suppressed
	"Owen County, IN"	"18119"	"2020 "	"2020"	Suppressed	20833	Suppressed
	"Parke County, IN"	"18121"	"2018"	"2018"	Suppressed	16927	Suppressed
	"Parke County, IN"	"18121"	"2019"	"2019"	Suppressed	16937	Suppressed
	"Parke County, IN"	"18121"	"2020 "	"2020"	Suppressed	16871	Suppressed
	"Perry County, IN"	"18123"	"2018"	"2018"	Suppressed	19102	Suppressed
	"Perry County, IN"	"18123"	"2019"	"2019"	Suppressed	19169	Suppressed
	"Perry County, IN"	"18123"	"2020 "	"2020"	Suppressed	19154	Suppressed
	"Pike County, IN"	"18125"	"2018"	"2018"	Suppressed	12410	Suppressed
	"Pike County, IN"	"18125"	"2019"	"2019"	Suppressed	12389	Suppressed
	"Pike County, IN"	"18125"	"2020 "	"2020"	Suppressed	12378	Suppressed
	"Porter County, IN"	"18127"	"2018"	"2018"	37	169594	21.8
	"Porter County, IN"	"18127"	"2019"	"2019"	40	170389	23.5
	"Porter County, IN"	"18127"	"2020 "	"2020"	44	170980	25.7
	"Posey County, IN"	"18129"	"2018"	"2018"	Suppressed	25540	Suppressed
	"Posey County, IN"	"18129"	"2019"	"2019"	Suppressed	25427	Suppressed
	"Posey County, IN"	"18129"	"2020 "	"2020"	Suppressed	25275	Suppressed
	"Pulaski County, IN"	"18131"	"2018"	"2018"	Suppressed	12469	Suppressed
	"Pulaski County, IN"	"18131"	"2019"	"2019"	Suppressed	12353	Suppressed
	"Pulaski County, IN"	"18131"	"2020 "	"2020"	Suppressed	12388	Suppressed
	"Putnam County, IN"	"18133"	"2018"	"2018"	Suppressed	37779	Suppressed
	"Putnam County, IN"	"18133"	"2019"	"2019"	Suppressed	37576	Suppressed
	"Putnam County, IN"	"18133"	"2020 "	"2020"	Suppressed	37469	Suppressed
	"Randolph County, IN"	"18135"	"2018"	"2018"	Suppressed	24851	Suppressed
	"Randolph County, IN"	"18135"	"2019"	"2019"	Suppressed	24665	Suppressed
	"Randolph County, IN"	"18135"	"2020 "	"2020"	11	24191	Unreliable
	"Ripley County, IN"	"18137"	"2018"	"2018"	Suppressed	28523	Suppressed
	"Ripley County, IN"	"18137"	"2019"	"2019"	Suppressed	28324	Suppressed
	"Ripley County, IN"	"18137"	"2020 "	"2020"	13	28448	Unreliable
	"Rush County, IN"	"18139"	"2018"	"2018"	Suppressed	16663	Suppressed
	"Rush County, IN"	"18139"	"2019"	"2019"	Suppressed	16581	Suppressed
	"Rush County, IN"	"18139"	"2020 "	"2020"	Suppressed	16649	Suppressed
	"St. Joseph County, IN"	"18141"	"2018"	"2018"	64	270771	23.6
	"St. Joseph County, IN"	"18141"	"2019"	"2019"	38	271826	14.0
	"St. Joseph County, IN"	"18141"	"2020 "	"2020"	87	271484	32.0
	"Scott County, IN"	"18143"	"2018"	"2018"	10	23878	Unreliable
	"Scott County, IN"	"18143"	"2019"	"2019"	Suppressed	23873	Suppressed
	"Scott County, IN"	"18143"	"2020 "	"2020"	24	23788	100.9
	"Shelby County, IN"	"18145"	"2018"	"2018"	12	44593	Unreliable
	"Shelby County, IN"	"18145"	"2019"	"2019"	13	44729	Unreliable
	"Shelby County, IN"	"18145"	"2020 "	"2020"	16	44871	Unreliable
	"Spencer County, IN"	"18147"	"2018"	"2018"	Suppressed	20327	Suppressed
	"Spencer County, IN"	"18147"	"2019"	"2019"	Suppressed	20277	Suppressed
	"Spencer County, IN"	"18147"	"2020 "	"2020"	Suppressed	20225	Suppressed
	"Starke County, IN"	"18149"	"2018"	"2018"	10	22935	Unreliable
	"Starke County, IN"	"18149"	"2019"	"2019"	11	22995	Unreliable
	"Starke County, IN"	"18149"	"2020 "	"2020"	11	23049	Unreliable
	"Steuben County, IN"	"18151"	"2018"	"2018"	Suppressed	34586	Suppressed
	"Steuben County, IN"	"18151"	"2019"	"2019"	Suppressed	34594	Suppressed
	"Steuben County, IN"	"18151"	"2020 "	"2020"	Suppressed	34831	Suppressed
	"Sullivan County, IN"	"18153"	"2018"	"2018"	Suppressed	20690	Suppressed
	"Sullivan County, IN"	"18153"	"2019"	"2019"	Suppressed	20669	Suppressed
	"Sullivan County, IN"	"18153"	"2020 "	"2020"	Suppressed	20578	Suppressed
	"Switzerland County, IN"	"18155"	"2018"	"2018"	Suppressed	10717	Suppressed
	"Switzerland County, IN"	"18155"	"2019"	"2019"	Suppressed	10751	Suppressed
	"Switzerland County, IN"	"18155"	"2020 "	"2020"	Suppressed	10724	Suppressed
	"Tippecanoe County, IN"	"18157"	"2018"	"2018"	43	193048	22.3
	"Tippecanoe County, IN"	"18157"	"2019"	"2019"	43	195732	22.0
	"Tippecanoe County, IN"	"18157"	"2020 "	"2020"	34	196115	17.3
	"Tipton County, IN"	"18159"	"2018"	"2018"	Suppressed	15128	Suppressed
	"Tipton County, IN"	"18159"	"2019"	"2019"	Suppressed	15148	Suppressed
	"Tipton County, IN"	"18159"	"2020 "	"2020"	Suppressed	15227	Suppressed
	"Union County, IN"	"18161"	"2018"	"2018"	Suppressed	7037	Suppressed
	"Union County, IN"	"18161"	"2019"	"2019"	Suppressed	7054	Suppressed
	"Union County, IN"	"18161"	"2020 "	"2020"	Suppressed	7119	Suppressed
	"Vanderburgh County, IN"	"18163"	"2018"	"2018"	41	180974	22.7
	"Vanderburgh County, IN"	"18163"	"2019"	"2019"	35	181451	19.3
	"Vanderburgh County, IN"	"18163"	"2020 "	"2020"	48	182447	26.3
	"Vermillion County, IN"	"18165"	"2018"	"2018"	Suppressed	15479	Suppressed
	"Vermillion County, IN"	"18165"	"2019"	"2019"	Suppressed	15498	Suppressed
	"Vermillion County, IN"	"18165"	"2020 "	"2020"	Suppressed	15329	Suppressed
	"Vigo County, IN"	"18167"	"2018"	"2018"	17	107386	Unreliable
	"Vigo County, IN"	"18167"	"2019"	"2019"	20	107038	18.7
	"Vigo County, IN"	"18167"	"2020 "	"2020"	17	106608	Unreliable
	"Wabash County, IN"	"18169"	"2018"	"2018"	Suppressed	31280	Suppressed
	"Wabash County, IN"	"18169"	"2019"	"2019"	Suppressed	30996	Suppressed
	"Wabash County, IN"	"18169"	"2020 "	"2020"	Suppressed	30784	Suppressed
	"Warren County, IN"	"18171"	"2018"	"2018"	Suppressed	8263	Suppressed
	"Warren County, IN"	"18171"	"2019"	"2019"	Suppressed	8265	Suppressed
	"Warren County, IN"	"18171"	"2020 "	"2020"	Suppressed	8194	Suppressed
	"Warrick County, IN"	"18173"	"2018"	"2018"	Suppressed	62567	Suppressed
	"Warrick County, IN"	"18173"	"2019"	"2019"	Suppressed	62998	Suppressed
	"Warrick County, IN"	"18173"	"2020 "	"2020"	17	63269	Unreliable
	"Washington County, IN"	"18175"	"2018"	"2018"	Suppressed	27943	Suppressed
	"Washington County, IN"	"18175"	"2019"	"2019"	Suppressed	28036	Suppressed
	"Washington County, IN"	"18175"	"2020 "	"2020"	13	28213	Unreliable
	"Wayne County, IN"	"18177"	"2018"	"2018"	42	65936	63.7
	"Wayne County, IN"	"18177"	"2019"	"2019"	48	65884	72.9
	"Wayne County, IN"	"18177"	"2020 "	"2020"	46	65778	69.9
	"Wells County, IN"	"18179"	"2018"	"2018"	Suppressed	28206	Suppressed
	"Wells County, IN"	"18179"	"2019"	"2019"	10	28296	Unreliable
	"Wells County, IN"	"18179"	"2020 "	"2020"	Suppressed	28142	Suppressed
	"White County, IN"	"18181"	"2018"	"2018"	Suppressed	24133	Suppressed
	"White County, IN"	"18181"	"2019"	"2019"	Suppressed	24102	Suppressed
	"White County, IN"	"18181"	"2020 "	"2020"	11	24165	Unreliable
	"Whitley County, IN"	"18183"	"2018"	"2018"	Suppressed	34074	Suppressed
	"Whitley County, IN"	"18183"	"2019"	"2019"	Suppressed	33964	Suppressed
	"Whitley County, IN"	"18183"	"2020 "	"2020"	Suppressed	34378	Suppressed
	"Adair County, IA"	"19001"	"2018"	"2018"	Suppressed	7063	Suppressed
	"Adair County, IA"	"19001"	"2019"	"2019"	Suppressed	7152	Suppressed
	"Adair County, IA"	"19001"	"2020 "	"2020"	Suppressed	7059	Suppressed
	"Adams County, IA"	"19003"	"2018"	"2018"	Suppressed	3645	Suppressed
	"Adams County, IA"	"19003"	"2019"	"2019"	Suppressed	3602	Suppressed
	"Adams County, IA"	"19003"	"2020 "	"2020"	Suppressed	3588	Suppressed
	"Allamakee County, IA"	"19005"	"2018"	"2018"	Suppressed	13832	Suppressed
	"Allamakee County, IA"	"19005"	"2019"	"2019"	Suppressed	13687	Suppressed
	"Allamakee County, IA"	"19005"	"2020 "	"2020"	Suppressed	13642	Suppressed
	"Appanoose County, IA"	"19007"	"2018"	"2018"	Suppressed	12437	Suppressed
	"Appanoose County, IA"	"19007"	"2019"	"2019"	Suppressed	12426	Suppressed
	"Appanoose County, IA"	"19007"	"2020 "	"2020"	Suppressed	12430	Suppressed
	"Audubon County, IA"	"19009"	"2018"	"2018"	Suppressed	5506	Suppressed
	"Audubon County, IA"	"19009"	"2019"	"2019"	Suppressed	5496	Suppressed
	"Audubon County, IA"	"19009"	"2020 "	"2020"	Suppressed	5481	Suppressed
	"Benton County, IA"	"19011"	"2018"	"2018"	Suppressed	25642	Suppressed
	"Benton County, IA"	"19011"	"2019"	"2019"	Suppressed	25645	Suppressed
	"Benton County, IA"	"19011"	"2020 "	"2020"	Suppressed	25414	Suppressed
	"Black Hawk County, IA"	"19013"	"2018"	"2018"	14	132408	Unreliable
	"Black Hawk County, IA"	"19013"	"2019"	"2019"	Suppressed	131228	Suppressed
	"Black Hawk County, IA"	"19013"	"2020 "	"2020"	17	130786	Unreliable
	"Boone County, IA"	"19015"	"2018"	"2018"	Suppressed	26346	Suppressed
	"Boone County, IA"	"19015"	"2019"	"2019"	Suppressed	26234	Suppressed
	"Boone County, IA"	"19015"	"2020 "	"2020"	Suppressed	26277	Suppressed
	"Bremer County, IA"	"19017"	"2018"	"2018"	Suppressed	24947	Suppressed
	"Bremer County, IA"	"19017"	"2019"	"2019"	Suppressed	25062	Suppressed
